Statistical profiling result from isolate-000001430FB82000-5616-v8.log, (8524 ticks, 34 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    3.1%          JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\LevelDb.js:60:17
      4   66.7%            JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      2   33.3%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      6    3.1%          JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      4   66.7%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36450:58
      2   33.3%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36460:58
    149    4.9%      JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
    149  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
    119    3.9%      JS: *handleWriteReq node:internal/stream_base_commons:46:24
    119  100.0%        JS: *_write node:internal/streams/writable:453:16
    119  100.0%          JS: *printMessages C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:138:18
     86   72.3%            JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:50:8
     18   15.1%            JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
     15   12.6%            JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10

   1368   16.0%  C:\Program Files\nodejs\node.exe
    842   61.5%    C:\Program Files\nodejs\node.exe
    208   24.7%      JS: *write node:internal/fs/promises:721:21
    118   56.7%        JS: *fsCall node:internal/fs/promises:454:22
    118  100.0%          JS: *createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:177:23
    118  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     39   18.8%        JS: *createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:177:23
     39  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     37   17.8%        JS: *write node:internal/fs/promises:229:8
     35   94.6%          JS: ^createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:177:23
     35  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    5.4%          JS: ^create C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotChunksFile.js:18:17
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     14    6.7%        Builtin: AsyncFunctionAwaitResolveClosure
    137   16.3%      JS: *read node:internal/fs/promises:648:20
     78   56.9%        JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:178:27
     78  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     24   17.5%        JS: *read C:\www\carmentis-node\abci\dist\src\carmentis\abci\ChallengeFile.js:31:15
     24  100.0%          JS: ^processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:178:27
     24  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     16   11.7%        JS: *readMicroblockPart C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:165:29
     16  100.0%          JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
     16  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     15   10.9%        Builtin: AsyncFunctionAwaitResolveClosure
      4    2.9%        JS: *read node:internal/fs/promises:198:7
      3   75.0%          JS: ^read C:\www\carmentis-node\abci\dist\src\carmentis\abci\ChallengeFile.js:31:15
      3  100.0%            JS: ^processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:178:27
      1   25.0%          JS: ^readMicroblockPart C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:165:29
      1  100.0%            JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
     41    4.9%      JS: *printMessages C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:138:18
     32   78.0%        JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:50:8
     32  100.0%          JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:53:8
     29   90.6%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      3    9.4%            JS: *CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:382:18
      5   12.2%        JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
      4   80.0%          JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      4  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      1   20.0%          JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      1  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      4    9.8%        JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
      4  100.0%          JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      4  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
     34    4.0%      JS: *putRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:57:17
     32   94.1%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     31   96.9%          Builtin: AsyncFunctionAwaitResolveClosure
      1    3.1%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    5.9%        JS: ^set C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:44:14
      2  100.0%          JS: ^setMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:30:37
      2  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36381:58
     33    3.9%      JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
     33  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     25    3.0%      JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
     24   96.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     23   95.8%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     23  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%          JS: *set C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:15:14
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.0%        JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1  100.0%          JS: ^getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      1  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36450:58
     24    2.9%      JS: *sha256AsBinary C:\www\carmentis-core\dist\server\index.cjs:7052:24
     12   50.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     12  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2    8.3%        JS: *storeSection C:\www\carmentis-core\dist\server\index.cjs:7658:17
      2  100.0%          JS: ^load C:\www\carmentis-core\dist\server\index.cjs:7584:9
      1   50.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7888:58
      1   50.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7860:58
      2    8.3%        JS: *checkHeaderList C:\www\carmentis-core\dist\server\index.cjs:10659:25
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36476:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      1    4.2%        JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:70:26
      1  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:516:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%        JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:82:17
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%        JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:516:23
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%        JS: ^load C:\www\carmentis-core\dist\server\index.cjs:7584:9
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7888:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    4.2%        JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:111:26
      1  100.0%          JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:82:17
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%        JS: ^MicroblockImporter C:\www\carmentis-core\dist\server\index.cjs:11212:16
      1  100.0%          JS: ^getMicroblockImporter C:\www\carmentis-core\dist\server\index.cjs:11458:26
      1  100.0%            JS: ^CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:382:18
      1    4.2%        JS: *getRandom48 C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:229:29
      1  100.0%          JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:178:27
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.2%        JS: *MicroblockImporter C:\www\carmentis-core\dist\server\index.cjs:11212:16
      1  100.0%          JS: ^getMicroblockImporter C:\www\carmentis-core\dist\server\index.cjs:11458:26
      1  100.0%            JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:516:23
     21    2.5%      JS: *binaryFromHexa C:\www\carmentis-core\dist\server\index.cjs:6436:24
     21  100.0%        JS: ^commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:25:17
     21  100.0%          JS: ~Commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:610:17
     21  100.0%            JS: ~Commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\controllers\GrpcAbciController.js:43:17
     19    2.3%      JS: *del C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:83:14
     19  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     19  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     18    2.1%      JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
     18  100.0%        JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
     10   55.6%          JS: *getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      9   90.0%            JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
      1   10.0%            JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
      3   16.7%          JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      2   66.7%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1   33.3%            JS: ^getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      2   11.1%          JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\LevelDb.js:60:17
      2  100.0%            JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      2   11.1%          JS: *get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1   50.0%            JS: ^getMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:12:37
      1   50.0%            JS: ^getAccountByPublicKeyHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:27:36
      1    5.6%          JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      1  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36450:58
     16    1.9%      JS: *__awaiter C:\www\carmentis-core\dist\server\index.cjs:35:19
      4   25.0%        JS: ^checkGas C:\www\carmentis-core\dist\server\index.cjs:11414:13
      3   75.0%          JS: *checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:688:26
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   25.0%          JS: ^checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:688:26
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   12.5%        JS: ^importMicroblock C:\www\carmentis-core\dist\server\index.cjs:11397:21
      2  100.0%          JS: *checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:688:26
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   12.5%        JS: ^getMicroblockBodys C:\www\carmentis-core\dist\server\index.cjs:36410:23
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7888:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: ~storeMicroblock C:\www\carmentis-core\dist\server\index.cjs:36380:20
      1  100.0%          JS: ~<anonymous> C:\www\carmentis-core\dist\server\index.cjs:11438:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: ^privateChannelDataCallback C:\www\carmentis-core\dist\server\index.cjs:10249:31
      1  100.0%          JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7928:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: ^getVirtualBlockchainStateInternal C:\www\carmentis-core\dist\server\index.cjs:36449:38
      1  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:516:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    6.3%        JS: ^getPublicKey C:\www\carmentis-core\dist\server\index.cjs:8710:17
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:8801:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: ^getPublicKey C:\www\carmentis-core\dist\server\index.cjs:8634:17
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:8711:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: ^checkHeader C:\www\carmentis-core\dist\server\index.cjs:11282:16
      1  100.0%          JS: *checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:688:26
      1  100.0%            JS: ^CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:382:18
      1    6.3%        JS: ^channelCreationCallback C:\www\carmentis-core\dist\server\index.cjs:10226:28
      1  100.0%          JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7928:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    6.3%        JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:10261:58
      1  100.0%          Builtin: GeneratorPrototypeNext
      1  100.0%            JS: *fulfilled C:\www\carmentis-core\dist\server\index.cjs:38:27
     14    1.7%      JS: *nextTick node:internal/process/task_queues:113:18
      5   35.7%        JS: *onSessionHeaders node:internal/http2/core:345:26
      3   21.4%        JS: *notifyOnCancel C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:451:19
      3  100.0%          JS: ^<anonymous> C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:695:50
      3  100.0%            JS: *onceWrapper node:events:628:21
      1    7.1%        JS: ^onFinish node:internal/streams/writable:886:18
      1  100.0%          JS: ^<anonymous> node:internal/streams/writable:916:21
      1  100.0%            JS: ^afterShutdown node:internal/http2/core:1940:23
      1    7.1%        JS: ^onDestroy node:internal/streams/destroy:93:21
      1  100.0%          JS: ^_destroy node:internal/http2/core:2422:11
      1  100.0%            JS: ^_destroy node:internal/streams/destroy:90:18
      1    7.1%        JS: ^<anonymous> node:internal/http2/core:2238:18
      1  100.0%          JS: ^_write node:internal/http2/core:2311:9
      1  100.0%            JS: *writeOrBuffer node:internal/streams/writable:548:23
      1    7.1%        JS: *onwrite node:internal/streams/writable:615:17
      1  100.0%          JS: *Socket._write node:net:977:35
      1  100.0%            JS: *writeOrBuffer node:internal/streams/writable:548:23
      1    7.1%        JS: *Readable.read node:internal/streams/readable:647:35
      1  100.0%          JS: *onStreamRead node:internal/stream_base_commons:166:22
      1    7.1%        JS: *<anonymous> node:internal/http2/core:2238:18
      1  100.0%          JS: *_write node:internal/http2/core:2311:9
      1  100.0%            JS: *writeOrBuffer node:internal/streams/writable:548:23
     14    1.7%      JS: *getFilePath C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:240:16
     12   85.7%        JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
     12  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    7.1%        JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:70:26
      1  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:516:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    7.1%        JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      9    1.1%      JS: *update C:\www\carmentis-core\dist\server\index.cjs:3100:11
      9  100.0%        JS: *sha256AsBinary C:\www\carmentis-core\dist\server\index.cjs:7052:24
      3   33.3%          JS: *storeSection C:\www\carmentis-core\dist\server\index.cjs:7658:17
      3  100.0%            JS: ^load C:\www\carmentis-core\dist\server\index.cjs:7584:9
      2   22.2%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   11.1%          JS: ^load C:\www\carmentis-core\dist\server\index.cjs:7584:9
      1  100.0%            JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7860:58
      1   11.1%          JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:111:26
      1  100.0%            JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:82:17
      1   11.1%          JS: *getRandom48 C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:229:29
      1  100.0%            JS: ^processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:178:27
      1   11.1%          JS: *checkHeaderList C:\www\carmentis-core\dist\server\index.cjs:10659:25
      1  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36476:58
     27    2.0%    Builtin: ArrayPrototypeJoin
     13   48.1%      JS: *del C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:83:14
     13  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
     13  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      7   25.9%      JS: *putRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:57:17
      6   85.7%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      5   83.3%          Builtin: AsyncFunctionAwaitResolveClosure
      1   16.7%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   14.3%        JS: ^set C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:44:14
      1  100.0%          JS: ^setVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:37:36
      1  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36388:58
      5   18.5%      JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      5  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      4   80.0%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:74:16
      4  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%          JS: ^set C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:15:14
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    3.7%      JS: ^binaryToHexa C:\www\carmentis-core\dist\server\index.cjs:6427:22
      1  100.0%        JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      1  100.0%          JS: ^getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      1  100.0%            JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:147:25
      1    3.7%      JS: *get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1  100.0%        JS: ^getMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:12:37
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36394:58
      1  100.0%            Builtin: GeneratorPrototypeNext
     21    1.5%    JS: ^wrapSafe node:internal/modules/cjs/loader:1596:18
     21  100.0%      JS: ^<anonymous> node:internal/modules/cjs/loader:1656:37
     21  100.0%        JS: ^<anonymous> node:internal/modules/cjs/loader:1804:37
     21  100.0%          JS: ^<anonymous> node:internal/modules/cjs/loader:1432:33
     21  100.0%            JS: ^<anonymous> node:internal/modules/cjs/loader:1169:24

