Statistical profiling result from isolate-000001D42F661000-67156-v8.log, (37350 ticks, 52 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     15    6.7%            JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
    196    4.7%      JS: *Socket._write node:net:977:35
    144   73.5%        JS: *writeOrBuffer node:internal/streams/writable:548:23
    125   86.8%          JS: *Writable.write node:internal/streams/writable:504:36
    113   90.4%            JS: *log node:internal/console/constructor:380:6
     12    9.6%            JS: ^value node:internal/console/constructor:270:20
     19   13.2%          JS: ^_write node:internal/streams/writable:453:16
     19  100.0%            JS: *printMessages C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:138:18
     34   17.3%        JS: *_write node:internal/streams/writable:453:16
     34  100.0%          JS: *printMessages C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:138:18
     29   85.3%            JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:50:8
      5   14.7%            JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
     18    9.2%        JS: ^writeOrBuffer node:internal/streams/writable:548:23
     18  100.0%          JS: *Writable.write node:internal/streams/writable:504:36
     18  100.0%            JS: ^value node:internal/console/constructor:270:20
    174    4.1%      JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
    174  100.0%        JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
     54   31.0%          JS: *getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
     52   96.3%            JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      1    1.9%            JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      1    1.9%            JS: *loadInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:66:26
     37   21.3%          JS: *get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
     17   45.9%            JS: ^getAccountByPublicKeyHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:27:36
     15   40.5%            JS: ^getMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:12:37
      5   13.5%            JS: ^getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
     35   20.1%          JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\LevelDb.js:60:17
     29   82.9%            JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      3    8.6%            JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      1    2.9%            JS: ^loadAccountByPublicKeyHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:143:37
      1    2.9%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1    2.9%            JS: *getMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:12:37
     31   17.8%          JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
     16   51.6%            JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      9   29.0%            JS: ^getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      6   19.4%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      9    5.2%          JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\LevelDb.js:60:17
      8   88.9%            JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      1   11.1%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      8    4.6%          JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      6   75.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36460:58
      2   25.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36450:58
     95    2.3%      JS: *open node:internal/fs/promises:637:20
     92   96.8%        JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
     92  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2    2.1%        JS: ^open C:\www\carmentis-node\abci\dist\src\carmentis\abci\ChallengeFile.js:20:15
      2  100.0%          JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    1.1%        JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     69    1.6%      JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
     69  100.0%        Builtin: AsyncFunctionAwaitResolveClosure

   2134    5.7%  C:\Program Files\nodejs\node.exe
   1245   58.3%    C:\Program Files\nodejs\node.exe
    529   42.5%      JS: *read node:internal/fs/promises:648:20
    480   90.7%        JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
    480  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     39    7.4%        Builtin: AsyncFunctionAwaitResolveClosure
      8    1.5%        JS: *read node:internal/fs/promises:198:7
      6   75.0%          JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      6  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   25.0%          JS: ^readMicroblockPart C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:166:29
      2  100.0%            JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
    106    8.5%      JS: *write node:internal/fs/promises:721:21
     67   63.2%        JS: *fsCall node:internal/fs/promises:454:22
     67  100.0%          JS: *createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:178:23
     67  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     17   16.0%        JS: *createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:178:23
     17  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     11   10.4%        JS: *write node:internal/fs/promises:229:8
     10   90.9%          JS: ^createDbFile C:\www\carmentis-node\abci\dist\src\carmentis\abci\SnapshotsManager.js:178:23
     10  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    9.1%          JS: ^flush C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:101:16
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     11   10.4%        Builtin: AsyncFunctionAwaitResolveClosure
     41    3.3%      JS: *createHash node:crypto:138:20
     33   80.5%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
     33  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5   12.2%        JS: *sha256AsBinary C:\www\carmentis-node\abci\dist\src\carmentis\abci\crypto\NodeCrypto.js:18:24
      1   20.0%          JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:71:26
      1  100.0%            JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      1   20.0%          JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%          JS: ^getHistoryEntryHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:129:24
      1  100.0%            JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:112:26
      1   20.0%          JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:112:26
      1  100.0%            JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      1   20.0%          JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3    7.3%        JS: *getRandom48 C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:230:29
      3  100.0%          JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     40    3.2%      JS: *printMessages C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:138:18
     30   75.0%        JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:50:8
     28   93.3%          JS: *log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:53:8
     22   78.6%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      6   21.4%            JS: *CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:383:18
      2    6.7%          JS: ^log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:53:8
      2  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      6   15.0%        JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
      5   83.3%          JS: *debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      5  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      1   16.7%          JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      1  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      3    7.5%        JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:78:10
      3  100.0%          JS: ^debug C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:65:10
      3  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
      1    2.5%        JS: ^log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\console-logger.service.js:50:8
      1  100.0%          JS: ^log C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:53:8
      1  100.0%            JS: *descriptor.value C:\www\carmentis-node\abci\node_modules\@nestjs\common\services\logger.service.js:163:33
     31    2.5%      JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
     31  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     28    2.2%      JS: *putRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:57:17
     27   96.4%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
     27  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    3.6%        JS: ^putObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:63:20
      1  100.0%          JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:71:26
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     28    2.2%      JS: *open node:internal/fs/promises:637:20
     28  100.0%        JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
     28  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     25    2.0%      JS: *getRandom48 C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:230:29
     25  100.0%        JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
     25  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     23    1.8%      JS: *del C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:83:14
     23  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
     23  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     22    1.8%      JS: *__awaiter C:\www\carmentis-core\dist\server\index.cjs:35:19
      3   13.6%        JS: ^getVirtualBlockchainStateInternal C:\www\carmentis-core\dist\server\index.cjs:36449:38
      2   66.7%          JS: ^getVirtualBlockchainUpdate C:\www\carmentis-node\abci\dist\src\carmentis\abci\ABCIQueryHandler.js:81:37
      2  100.0%            JS: ^handleQuery C:\www\carmentis-node\abci\dist\src\carmentis\abci\ABCIQueryHandler.js:41:16
      1   33.3%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3   13.6%        JS: ^getAccountByPublicKey C:\www\carmentis-core\dist\server\index.cjs:36368:26
      3  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:10261:58
      3  100.0%            Builtin: GeneratorPrototypeNext
      2    9.1%        JS: ^importMicroblock C:\www\carmentis-core\dist\server\index.cjs:11397:21
      1   50.0%          JS: ^checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:689:26
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   50.0%          JS: *checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:689:26
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    9.1%        JS: ^getVirtualBlockchainUpdate C:\www\carmentis-core\dist\server\index.cjs:37367:31
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36476:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      2    9.1%        JS: ^getOrganizationPublicKey C:\www\carmentis-core\dist\server\index.cjs:8885:29
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:10261:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      2    9.1%        JS: ^getMicroblockBodys C:\www\carmentis-core\dist\server\index.cjs:36410:23
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7888:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      2    9.1%        JS: ^checkHeader C:\www\carmentis-core\dist\server\index.cjs:11282:16
      2  100.0%          JS: *checkMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:689:26
      1   50.0%            JS: ^CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:383:18
      1   50.0%            JS: *CheckTx C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:383:18
      1    4.5%        JS: ^updateVirtualBlockchainState C:\www\carmentis-core\dist\server\index.cjs:36387:33
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:11438:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    4.5%        JS: ^signatureAlgorithmCallback C:\www\carmentis-core\dist\server\index.cjs:10200:31
      1  100.0%          JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7928:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    4.5%        JS: ^load C:\www\carmentis-core\dist\server\index.cjs:7839:9
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:8853:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    4.5%        JS: ^getVirtualBlockchain C:\www\carmentis-core\dist\server\index.cjs:11263:25
      1  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    4.5%        JS: ^channelCreationCallback C:\www\carmentis-core\dist\server\index.cjs:10226:28
      1  100.0%          JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:7928:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      1    4.5%        JS: ^_load C:\www\carmentis-core\dist\server\index.cjs:8692:10
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:8801:58
      1  100.0%            Builtin: GeneratorPrototypeNext
     20    1.6%      JS: *getFilePath C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:241:16
     15   75.0%        JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
     15  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2   10.0%        JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:71:26
      2  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   10.0%        JS: ^readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    5.0%        JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     17    1.4%      JS: *sha256AsBinary C:\www\carmentis-node\abci\dist\src\carmentis\abci\crypto\NodeCrypto.js:18:24
      6   35.3%        JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:112:26
      6  100.0%          JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      6  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4   23.5%        JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      3   17.6%        JS: ^getHistoryEntryHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:129:24
      3  100.0%          JS: ^addHistoryEntry C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:112:26
      3  100.0%            JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      2   11.8%        JS: *processChallenge C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:179:27
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1    5.9%        JS: ^writeMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:71:26
      1  100.0%          JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    5.9%        JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     17    1.4%      JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
     17  100.0%        JS: *get C:\www\carmentis-node\abci\node_modules\abstract-level\abstract-level.js:302:13
      7   41.2%          JS: *getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      6   85.7%            JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      1   14.3%            JS: ^processBlock C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:517:23
      5   29.4%          JS: *get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      4   80.0%            JS: ^getAccountByPublicKeyHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:27:36
      1   20.0%            JS: ^getMicroblockVbInformation C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:12:37
      2   11.8%          JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      1   50.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36460:58
      1   50.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36450:58
      2   11.8%          JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      2  100.0%            JS: ^get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1    5.9%          JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\LevelDb.js:60:17
      1  100.0%            JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
     16    1.3%      JS: *commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:25:17
     16  100.0%        JS: ^Commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\AbciService.js:611:17
     16  100.0%          JS: ^Commit C:\www\carmentis-node\abci\dist\src\carmentis\abci\controllers\GrpcAbciController.js:43:17
      9   56.3%            JS: ^<anonymous> C:\www\carmentis-node\abci\node_modules\@nestjs\microservices\context\rpc-context-creator.js:41:48
      7   43.8%            JS: *<anonymous> C:\www\carmentis-node\abci\node_modules\@nestjs\microservices\context\rpc-context-creator.js:41:48
     13    1.0%      JS: *nextTick node:internal/process/task_queues:113:18
      4   30.8%        JS: *onSessionHeaders node:internal/http2/core:345:26
      3   23.1%        JS: *onwrite node:internal/streams/writable:615:17
      3  100.0%          JS: *Socket._write node:net:977:35
      3  100.0%            JS: *writeOrBuffer node:internal/streams/writable:548:23
      2   15.4%        JS: ^notifyOnCancel C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:451:19
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:695:50
      2  100.0%            JS: ^onceWrapper node:events:628:21
      1    7.7%        JS: ^onSessionHeaders node:internal/http2/core:345:26
      1    7.7%        JS: ^onDestroy node:internal/streams/destroy:93:21
      1  100.0%          JS: ^_destroy node:internal/http2/core:2422:11
      1  100.0%            JS: ^_destroy node:internal/streams/destroy:90:18
      1    7.7%        JS: *Readable.resume node:internal/streams/readable:1227:37
      1  100.0%          JS: *Readable.on node:internal/streams/readable:1127:33
      1  100.0%            JS: ^BaseServerInterceptingCall C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:334:16
      1    7.7%        JS: *<anonymous> node:internal/http2/core:2238:18
      1  100.0%          JS: *_write node:internal/streams/writable:453:16
      1  100.0%            JS: *sendMessage C:\www\carmentis-node\abci\node_modules\@grpc\grpc-js\build\src\server-interceptors.js:637:16
     25    1.2%    Builtin: ArrayPrototypeJoin
      7   28.0%      JS: *del C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:83:14
      7  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      7  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5   20.0%      JS: *putRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:57:17
      4   80.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%        JS: ^update C:\www\carmentis-node\abci\dist\src\carmentis\abci\AccountManager.js:83:17
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5   20.0%      JS: *getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      5  100.0%        JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      5  100.0%          JS: *write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      5  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3   12.0%      JS: ^binaryToHexa C:\www\carmentis-core\dist\server\index.cjs:6427:22
      2   66.7%        JS: ^getRaw C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:43:17
      2  100.0%          JS: ^getFromStorage C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:27:25
      1   50.0%            JS: ^write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      1   50.0%            JS: ^getRootHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:46:22
      1   33.3%        JS: ^del C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:83:14
      1  100.0%          JS: ^removeFromStorage C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:43:28
      1  100.0%            JS: ^write C:\www\carmentis-node\abci\dist\src\carmentis\abci\RadixTree.js:75:16
      2    8.0%      JS: *getObject C:\www\carmentis-node\abci\dist\src\carmentis\abci\database\CachedLevelDb.js:50:20
      2  100.0%        JS: *readMicroblock C:\www\carmentis-node\abci\dist\src\carmentis\abci\Storage.js:148:25
      1   50.0%          JS: *getMicroblockHeader C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:15:30
      1  100.0%            JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36476:58
      1   50.0%          JS: *<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36411:58
      1  100.0%            Builtin: GeneratorPrototypeNext
      2    8.0%      JS: *binaryToHexa C:\www\carmentis-core\dist\server\index.cjs:6427:22
      2  100.0%        JS: *getVirtualBlockchainState C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:24:36
      2  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36476:58
      2  100.0%            Builtin: GeneratorPrototypeNext
      1    4.0%      JS: *get C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:40:14
      1  100.0%        JS: ^getAccountByPublicKeyHash C:\www\carmentis-node\abci\dist\src\carmentis\abci\NodeProvider.js:27:36
      1  100.0%          JS: ^<anonymous> C:\www\carmentis-core\dist\server\index.cjs:36358:58
      1  100.0%            Builtin: GeneratorPrototypeNext

